epoch,train_loss,val_loss,train_Dice,val_Dice,train_IoU,val_IoU,train_Precision,val_Precision,train_Recall,val_Recall,train_Accuracy,val_Accuracy,train_F1,val_F1
22,0.06622417389256198,0.10008978446324666,0.9782101107295106,0.9695193742102681,0.9573495696144625,0.9408419236094494,0.9774511174486746,0.9663226511908986,0.9789702836467682,0.9727373177944046,0.9868567862161779,0.9810249065530736,0.9782101218671315,0.969519389929546
23,0.06907309287386697,0.0909605416158835,0.9781099767730792,0.97186677969067,0.9571577709354756,0.9452732004888239,0.9766883882942577,0.963844790559011,0.9795357095820559,0.9800234220436963,0.9867278308403205,0.9823976714035584,0.9781099879630107,0.9718667941634708
24,0.06893427461022283,0.09245893831054369,0.9779615200609061,0.9711139033014279,0.9568734830015276,0.9438497676443405,0.9760953190896097,0.9658861027351409,0.979834870697515,0.9763986021398792,0.9866126921118763,0.9819795016584749,0.9779615313284198,0.9711139181736521
25,0.06961104864390885,0.0982829824090004,0.9773402180474314,0.9693514946021267,0.9556846130991808,0.9405257850036167,0.9762452510999545,0.9598115566610415,0.9784376440058657,0.9790829786530463,0.9863096330224017,0.9807926046437256,0.977340229639988,0.969351510409331
26,0.06577820008302607,0.09391440972685813,0.9784824996067077,0.9710972237769299,0.957871499244982,0.9438182559305331,0.9767587603871039,0.9692748887256624,0.9802123335343652,0.97292642408486,0.9870290291018605,0.9820329074201937,0.9784825106020112,0.9710972386583806
27,0.06356218579883982,0.09381246641278267,0.9791316625751955,0.9716405339706886,0.9591164959088746,0.9448452278291232,0.9782588826503275,0.9636495039000879,0.9800060012388176,0.9797652029161463,0.9874031950787803,0.9822566591460152,0.9791316732317356,0.9716405485632833
28,0.06493410627107794,0.09623755241433779,0.9787725513743207,0.971059061535323,0.9584275791759311,0.9437461619364567,0.978141337226703,0.9603680268771911,0.979404580718204,0.9819908058726483,0.9871686609779919,0.9818408571440622,0.9787725622182244,0.9710590764352143
29,0.06109704699639867,0.10317992319663366,0.9800269328374808,0.9690451990912416,0.9608360890977604,0.9399492569771898,0.9805523011002752,0.9493058317938762,0.9795021272453512,0.9896228983125488,0.9879508134795401,0.980385615907869,0.9800269430275338,0.9690452150561386
30,0.06110898405313492,0.09234246114889781,0.9801133540243131,0.9723346229947839,0.9610022426430316,0.9461587835413278,0.9798757535359259,0.9665803693870072,0.9803510697674863,0.9781577994472762,0.9879683750431715,0.982731654726228,0.9801133641693827,0.9723346372205416
31,0.06545427196272989,0.09305439119537671,0.9784467241424294,0.9717054667049269,0.9578029333037451,0.9449680371159804,0.9779448430057401,0.9697848909250908,0.9789491206742589,0.9736336646509575,0.9869888817391748,0.9824092470366402,0.978446735156448,0.9717054812640811
32,0.059749695040830754,0.09928676237662633,0.9803085459907513,0.9702552137256631,0.9613776227469111,0.9422288188863789,0.9802725490305001,0.9540386045066921,0.9803445455948171,0.9870326509394737,0.9881255917432834,0.9812251123888764,0.980308556034245,0.9702552290495637
33,0.05943604422415175,0.09521570404370626,0.9805926200024754,0.9714617221518757,0.9619241916856223,0.9445071156557723,0.980212658216911,0.9625628049717178,0.9809728764729584,0.9805267161395942,0.9883031147282301,0.9821276171454092,0.9805926298982099,0.971461736838937
34,0.057310148664727445,0.0952070971330007,0.9812149191973761,0.9716704302441834,0.9631225836408523,0.944901769648542,0.9812732085749807,0.9620583816314348,0.9811566367443477,0.9814764876432261,0.9886720703869334,0.9822449519716483,0.9812149287697298,0.9716704448204934
35,0.05695688420134347,0.09604782288273175,0.9814595596697372,0.9708790299178798,0.9635941007423322,0.9434061282809336,0.9817201966195002,0.9609941494962747,0.9811990610762802,0.9809693775011084,0.988791768143817,0.9817435165931463,0.9814595691150734,0.97087904491351
36,0.056796908514892185,0.09339269896348318,0.9814655162265656,0.9718960503591055,0.9636055841629089,0.9453285834555832,0.9816659847895214,0.9687579909099121,0.9812651295233074,0.9750545058601856,0.9888300314182191,0.982505666798561,0.9814655256688103,0.9718960648172627
37,0.05546332827610213,0.09275154868761698,0.9820737130251703,0.9725098541476735,0.9647788111885703,0.9464906871111312,0.9824738213327894,0.9657278008146234,0.9816739304697228,0.9793878383455068,0.9891755173845992,0.9828225497541779,0.982073722151917,0.972509868280583
38,0.05472981298296917,0.09234001611669858,0.9821922641020229,0.972169199566635,0.9650076625085476,0.9458455605307312,0.9826397074360985,0.9636548066869275,0.9817452280676209,0.9808353918782745,0.9892805146008006,0.9825778829640378,0.9821922731673175,0.9721692138792797
39,0.05448381907147605,0.09340358997384707,0.9822362298964071,0.9725283718727695,0.9650925477494956,0.9465257679624745,0.982252759448717,0.9663967853717473,0.9822197009004147,0.9787382624778441,0.9892701172247168,0.9828458325616267,0.9822362389389174,0.9725283859960179
40,0.05517071535492816,0.09405581280589104,0.9820380395696985,0.9725299053732958,0.9647099574866075,0.9465286731548543,0.982472513986922,0.9640877935412842,0.9816039492539659,0.9811211713396353,0.9891653758723564,0.9828050547632701,0.9820380487149396,0.9725299194952189
41,0.05477564000501865,0.09355019057790438,0.9821601828124812,0.9727981223292274,0.9649457274390918,0.9470369393551955,0.9824749459891021,0.9681885169718915,0.9818456212575442,0.9774518308965854,0.9892431817403656,0.9830413029111688,0.9821601918944048,0.9727981363101642
42,0.054176584703893194,0.09457286571462949,0.9822006155876292,0.9723413599139911,0.9650237862491011,0.9461715417802776,0.9827430150262153,0.9647097710671855,0.9816588145452916,0.9800946549064686,0.9892722571768414,0.9827017948545281,0.9822006246485944,0.9723413741358001
43,0.055354556886524686,0.09432837019364039,0.9817788648807232,0.9721858103263633,0.9642098666177429,0.9458770078228578,0.9819858084530819,0.9670638007231284,0.981572008512516,0.9773623658129843,0.9890331873079629,0.9826502306707997,0.981778874160372,0.9721858246309366
44,0.053678091888020675,0.09118014375368753,0.9824800687593512,0.9731131814112934,0.9655634632743041,0.9476343096395906,0.9826918285653334,0.9670668248372616,0.9822684001977529,0.9792356205018443,0.9894247752864189,0.9832125696642667,0.9824800776755235,0.9731131952255986
45,0.0541473244566743,0.09232161045074463,0.9823071814946223,0.9728679052493178,0.9652295502460922,0.9471692202213534,0.9829763652659372,0.9664321421339307,0.9816389082279519,0.9793899583711845,0.9893151027400322,0.9830524839203956,0.9823071905003605,0.9728679191930858
46,0.05246665864819434,0.09277182941635449,0.9829328387499481,0.9727147412748434,0.9664384774176084,0.9468789053606949,0.9830171806389509,0.9650710315009411,0.982848511332604,0.9804804995798192,0.9896680087578008,0.9829351490941564,0.9829328474316977,0.9727147552992758
47,0.05361352488398552,0.09487265770634015,0.9825726200188883,0.9722657062474743,0.9657422626439747,0.9460282800309118,0.9830965792676979,0.9655126132778443,0.9820492189798443,0.9791139310279414,0.9895282838402727,0.9826704880286931,0.9825726288871223,0.9722657205094882
48,0.05369455171976148,0.09381008173028628,0.9824202742763378,0.972381040651326,0.9654479638710186,0.9462466917383974,0.9828963587604521,0.9618977645538144,0.9819446507700317,0.9830953392507562,0.9894186345542352,0.9826744342672437,0.9824202832234833,0.9723810548513541
49,0.05370765347488043,0.09330038900176683,0.9823880651568764,0.9725440815598995,0.9653857541561991,0.9465555301257519,0.9821664082787966,0.9666499120382145,0.9826098221052956,0.9785105717200537,0.9893973513347349,0.982859907479124,0.9823880741207099,0.9725440956748869
50,0.05335836780325669,0.09176353613535564,0.9825103454537509,0.972857436840111,0.9656219511066224,0.9471493751044987,0.9830689199107411,0.9656365914787111,0.9819524053942872,0.9801870880260186,0.9894615033777752,0.9830319634799322,0.9825103543542381,0.9728574507892476
51,0.05680690755749621,0.09244222566485405,0.9820816546067589,0.9728039270021038,0.9647941399733427,0.9470479420379437,0.9831532049570351,0.9662637841618542,0.9810124375043463,0.9794332068950107,0.9891840771930976,0.9830106537917587,0.9820816637293793,0.9728039409796503
52,0.05176854869577943,0.09291791468858719,0.9829979034887634,0.9724791549031929,0.9665642842437382,0.9464325318009318,0.9831647463157613,0.9679206243998956,0.982831117278536,0.9770808264029791,0.989743744454733,0.9828433332772113,0.9829979121368431,0.9724791690527157
53,0.05313840358540779,0.09443868597348531,0.9824616784681885,0.9724574745377945,0.9655279390256115,0.9463914635556114,0.9819313729384964,0.9659730414920196,0.9829925571049718,0.979029554005967,0.9894082139178023,0.9827951891668935,0.9824616873938847,0.9724574886984556
54,0.05125021621039728,0.09518388758103052,0.9831567061425815,0.9722808398613375,0.9668714069136015,0.9460569361479707,0.9833735531611684,0.9648569103525478,0.9829399547382466,0.9798198995786322,0.9898658380275822,0.9826677256617076,0.9831567147085029,0.9722808541152005
55,0.05121646498943248,0.09408667335907618,0.9832498647617813,0.972284078475199,0.967051619355244,0.9460630687054576,0.9832254276088542,0.9691356100421558,0.9832743031294654,0.9754530706876026,0.9899202905050141,0.9827470450565755,0.9832498732795186,0.9722840927280428
56,0.05132496874870324,0.09265310242772103,0.9831792136188172,0.9726902422552567,0.9669149438987248,0.9468324766919551,0.9835498189888859,0.9662309582391959,0.9828088874346208,0.9792364685121154,0.9898448571926213,0.9829410684519823,0.9831792221730952,0.9726902562928881
57,0.05166475034159858,0.09488068049152693,0.9830981896250973,0.9722536808725152,0.966758225420661,0.9460055100931237,0.9832271322569883,0.9650757287134285,0.9829692808084303,0.9795392081788982,0.9897804027650416,0.9826552292396306,0.9830981982212899,0.9722536951407982
58,0.05178414326070285,0.09437604323029518,0.9831058515304886,0.9723902709556472,0.9667730441856952,0.9462641735203823,0.9835212605713187,0.965776476409129,0.9826907932534366,0.9790952748019772,0.9898197825362045,0.9827508597538411,0.983105860122716,0.9723902851518152
59,0.05099486577801588,0.09360436176260313,0.9832480091352818,0.9725530945893892,0.967048029381343,0.9465726058133657,0.9836112843223763,0.9646383458659309,0.982885002184517,0.9805987970126376,0.9899042873847778,0.9828291268184289,0.9832480176539776,0.9725531086991869
